School.Name	State	Admin2011	Tuition2011	AdminperDollar
Pacific Lutheran University	Washington	215	32055.2031635074	0.00670717945237553
Universidad Adventista de las Antillas	Puerto Rico	44	6561.21848274053	0.00670607145848644
Medaille College	New York	150	22369.249690644	0.00670563394277536
Western New England University	Massachusetts	214	31945.4179765823	0.00669892627972103
John Carroll University	Ohio	220	32842.3422395742	0.00669866961360953
University of Mary Hardin-Baylor	Texas	159	23769.5286785943	0.00668923654944776
Messiah College	Pennsylvania	196	29368.5732117743	0.00667380054817986
Dallas Baptist University	Texas	137	20610.6152812212	0.00664706017412413
Providence College	Rhode Island	282	42438.1890024141	0.00664495838839774
University of Minnesota-Crookston	Minnesota	76	11493.266219885	0.00661256761533191
Flagler College-St Augustine	Florida	98	15028.1420970111	0.00652109884025459
LeTourneau University	Texas	159	24432.3826373874	0.00650775662610539
Southeastern University	Florida	119	18350.6975654612	0.00648476710901585
Augsburg College	Minnesota	204	31504.2058102607	0.00647532590501166
Friends University	Kansas	141	21780.9668022152	0.00647354184414164
Champlain College	Vermont	189	29414.1444214414	0.00642548011229009
Ohio State University-Lima Campus	Ohio	42	6552.93280825562	0.00640934391194839
University of Portland	Oregon	237	37016.2507613491	0.0064025933238886
Washington and Lee University	Virginia	278	43424.1842661187	0.00640196251693107
Queens University of Charlotte	North Carolina	168	26261.445279932	0.00639721074789359
Anderson University	Indiana	138	21656.6816849415	0.00637216735267228
Simmons College	Massachusetts	220	34547.119764845	0.00636811408584837
Wellesley College	Massachusetts	268	42111.9405695706	0.00636399074408013
Wheaton College	Illinois	275	43390.0058588685	0.0063378650119217
The College of Saint Scholastica	Minnesota	193	30559.6389189806	0.00631551964706388
D'Youville College	New York	142	22537.0345989635	0.00630074020503703
Stonehill College	Massachusetts	221	35131.2598160314	0.00629069384807975
Union University	Tennessee	156	24888.0947340576	0.00626805714406595
Saint Francis University	Pennsylvania	180	28801.0045095578	0.00624978201507749
Belhaven University	Mississippi	119	19077.7655015123	0.00623762777619668
Chaminade University of Honolulu	Hawaii	119	19098.4796877246	0.006230862453229
Anoka Technical College	Minnesota	35	5619.75871939228	0.00622802539177071
Bowdoin College	Maine	274	44344.9298432547	0.00617883489653729
Richland Community College	Illinois	74	12001.7994913966	0.00616574206668313
James H Faulkner State Community College	Alabama	26	4225.69398730566	0.00615283550538827
Saint Norbert College	Wisconsin	187	30444.6751855024	0.00614228921348612
Nazareth College	New York	174	28401.2207156607	0.00612649722848196
Bryant University	Rhode Island	219	35860.3991707037	0.00610701512154144
Ohio State University-Marion Campus	Ohio	40	6552.93280825562	0.00610413705899847
Campbellsville University	Kentucky	131	21480.6111021371	0.00609852295994348
Skidmore College	New York	267	43893.3605838269	0.00608292453456798
Lackawanna College	Pennsylvania	74	12200.6556790345	0.00606524779870323
Williams College	Massachusetts	270	44732.2851254244	0.00603590894681436
Kent State University at Ashtabula	Ohio	33	5476.83083452753	0.00602538237842922
Union College	Kentucky	125	20796.0072478212	0.00601076920730043
Augustana College	Illinois	165	27539.5105692298	0.00599139187986719
Trevecca Nazarene University	Tennessee	127	21221.6837744836	0.00598444503035624
Monroe County Community College	Michigan	26	4349.97910457936	0.00597704020523432
Mount Holyoke College	Massachusetts	256	42936.3651808195	0.00596231187530425
Montcalm Community College	Michigan	30	5033.54724958469	0.005960011600661
Lafayette College	Pennsylvania	255	42834.8656683793	0.0059530944248587
Shenandoah University	Virginia	172	28937.7181385589	0.00594379968650029
NHTI-Concord's Community College	New Hampshire	45	7622.82052612002	0.00590332670771993
Livingstone College	North Carolina	94	15958.2090579426	0.00589038529691496
Inter American University of Puerto Rico-Barranquitas	Puerto Rico	28	4760.11999158255	0.00588220466070459
Arcadia University	Pennsylvania	208	35369.4729574726	0.00588077747864929
Jefferson Davis Community College	Alabama	23	3923.26686860633	0.00586246125239253
Edgewood College	Wisconsin	138	23665.9577475329	0.00583116058399901
Chattahoochee Valley Community College	Alabama	25	4287.83654594251	0.00583044613108141
Rollins College	Florida	230	39771.2375275827	0.00578307375626638
Methodist University	North Carolina	153	26462.3728861911	0.00578179442403067
University of Evansville	Indiana	174	30466.4250810253	0.00571120502445718
Siena Heights University	Michigan	121	21287.9691703629	0.00568396163258524
Le Moyne College	New York	167	29393.4302352291	0.00568154171403392
Dickinson College	Pennsylvania	253	44597.6429150446	0.00567294555189716
Graceland University-Lamoni	Iowa	128	22568.105878282	0.00567172099822425
Sauk Valley Community College	Illinois	44	7766.78412029538	0.00566515037865204
Buena Vista University	Iowa	159	28198.2216907804	0.00563865344927004
Southern Adventist University	Tennessee	107	18978.3374076934	0.00563800704463315
Marywood University	Pennsylvania	164	29181.1098265532	0.00562007411557627
Mount Vernon Nazarene University	Ohio	128	22868.46157836	0.00559722828583816
Sewanee-The University of the South	Tennessee	187	33445.1250583516	0.00559124834108833
Texas Wesleyan University	Texas	114	20465.6159777353	0.00557031853446394
Malone University	Ohio	135	24256.312054583	0.00556556164416977
Amherst College	Massachusetts	247	44429.8580067251	0.00555932454167675
Clark University	Massachusetts	215	38683.7427514379	0.00555789033603809
Concordia College at Moorhead	Minnesota	169	30408.4253596309	0.00555767021808232
Hobart William Smith Colleges	New York	247	44447.4650650055	0.00555712231594662
North Central College	Illinois	170	30794.74493249	0.00552042240884552
Community College of Beaver County	Pennsylvania	39	7071.8231728733	0.00551484377460108
Macalester College	Minnesota	240	43521.5409413165	0.00551451062644153
Wheeling Jesuit University	West Virginia	146	26555.5867241464	0.0054979014968344
Clarkson University	New York	209	38093.3884443878	0.00548651638866722
Maryville University of Saint Louis	Missouri	130	23699.1004454726	0.00548544027226294
University of Saint Francis-Fort Wayne	Indiana	136	24805.2379892085	0.00548271296809032
Marian University	Indiana	126	23241.3169301811	0.00542137953621624
Anderson University	Indiana	138	25488.8061342138	0.00541414137929205
Lakeland College	Wisconsin	113	20952.3993537239	0.00539317708164608
Mount Olive College	North Carolina	91	16882.0617630104	0.00539033687220518
Seattle Pacific University	Washington	169	31422.3847747222	0.00537833144147457
University of Dubuque	Iowa	126	23427.7446060917	0.00537823858499966
Maharishi University of Management	Iowa	136	25302.3784583033	0.00537498876732555
Carson-Newman University	Tennessee	121	22555.6773665546	0.00536450304877201
Houston Baptist University	Texas	141	26353.6234085766	0.0053503079183454
Gordon College	Massachusetts	169	31719.6333468684	0.00532793043828436
Fontbonne University	Missouri	117	21977.7515712319	0.00532356549853575
Southern Nazarene University	Oklahoma	109	20500.8300942961	0.00531685787837082
Nyack College	New York	118	22267.7501782039	0.00529914333759236
Virginia Union University	Virginia	80	15152.4272142848	0.00527968218349737
Saint Ambrose University	Iowa	136	25809.8760205042	0.00526930078594555
Gettysburg College	Pennsylvania	231	44131.5737252682	0.00523434766768214
University of South Carolina-Sumter	South Carolina	33	6309.5411202613	0.00523017432979871
Trinity College	Connecticut	237	45643.7093187648	0.00519239131826137
Saint John Fisher College	New York	141	27197.7264967271	0.00518425685385752
Saint Vincent College	Pennsylvania	154	29832.5709829295	0.00516214308475527
The College of Wooster	Ohio	204	39657.3095034151	0.00514407060273295
Franklin and Marshall College	Pennsylvania	227	44131.5737252682	0.0051437096128305
Ohio University-Southern Campus	Ohio	24	4688.65604915018	0.00511873759738678
Kent State University at Tuscarawas	Ohio	28	5476.83083452753	0.00511244565442479
Drew University	New Jersey	217	42778.9373656061	0.00507258976877873
University of South Carolina-Lancaster	South Carolina	32	6309.5411202613	0.00507168419859268
DePauw University	Indiana	194	38290.1732134045	0.00506657410293681
Paul D Camp Community College	Virginia	19	3752.374832355	0.00506346003500816
Palm Beach Atlantic University	Florida	125	24960.5943858006	0.00500789356487076
Grand View University	Iowa	109	21768.5382904878	0.00500722641756932
Meredith College	North Carolina	144	28761.6475557545	0.00500666728916888
Misericordia University	Pennsylvania	134	26918.0849828613	0.00497806586483836
Salve Regina University	Rhode Island	169	33971.2653881436	0.00497479260984442
St Lawrence University	New York	220	44261.037389095	0.00497051160518446
Rhode Island School of Design	Rhode Island	204	41197.4092482984	0.00495176768933416
Springfield College	Massachusetts	157	31754.8474634293	0.00494412704015694
Keystone College	Pennsylvania	100	20320.6166742493	0.00492111049595862
Capital University	Ohio	154	31537.3485082003	0.00488309915971398
Florida Southern College	Florida	132	27044.4415187562	0.00488085508840896
Centenary College	New Jersey	146	29921.6419836423	0.00487941136652246
American International College	Massachusetts	141	28898.3611847555	0.00487916941374448
George Fox University	Oregon	148	30429.1395458432	0.00486375895634609
Baker University	Kansas	117	24225.2407752646	0.00482967335950956
Shorter University	Georgia	89	18508.1253806746	0.00480869878334249
Pennsylvania State University-Penn State Abington	Pennsylvania	65	13569.8633876664	0.00479002611471228
Elizabethtown College	Pennsylvania	172	36073.7552886902	0.0047680092805288
Ohio Dominican University	Ohio	132	27746.6524313526	0.00475733064832157
California Lutheran University	California	161	34033.4079467804	0.00473064584809617
Boricua College	New York	54	11418.6951495208	0.00472908675578979
Saint Johns University	Minnesota	164	34806.0470924985	0.00471182491835867
Pacific University	Oregon	164	34812.2613483622	0.00471098382144358
Gogebic Community College	Michigan	22	4679.33466535465	0.00470152309534214
Marian University	Indiana	126	26928.4420759675	0.00467906756894971
Alpena Community College	Michigan	25	5344.26004276892	0.00467791608191416
City University of Seattle	Washington	74	15825.6382661839	0.00467595674533535
Missouri Baptist University	Missouri	95	20351.6879535677	0.0046679174826551
Evangel University	Missouri	87	18642.7675910544	0.00466668908331756
Bloomfield College	New Jersey	114	24546.3106615549	0.00464428245742647
Kettering University	Michigan	144	31058.8508066966	0.00463635956449979
Charleston Southern University	South Carolina	100	21584.1820331985	0.00463302245348888
William Woods University	Missouri	91	19678.4769016685	0.00462434163247076
Pomona College	California	190	41307.1944352235	0.00459968299948213
Talladega College	Alabama	53	11540.9088481733	0.00459235929312352
Trinity International University-Illinois	Illinois	117	25488.8061342138	0.00459025029983456
University of Pittsburgh-Greensburg	Pennsylvania	60	13076.865755814	0.0045882554061797
University of Mount Union	Ohio	122	26617.7292827832	0.00458341125585463
University of St Francis	Illinois	123	26858.0138428457	0.0045796387148994
Otterbein University	Ohio	140	30605.2101286476	0.0045743845381723
Inter American University of Puerto Rico-Guayama	Puerto Rico	25	5470.61657866385	0.00456986879641747
Assumption College	Massachusetts	154	33707.159513937	0.00456876231105517
Central College	Iowa	131	28838.2900447399	0.00454257169189871
Polytechnic Institute of New York University	New York	178	39234.7401046846	0.00453679569496491
Saint Anselm College	New Hampshire	152	33701.9809673839	0.00451012064089356
Alvernia University	Pennsylvania	124	27580.9389416544	0.00449585854427631
Merrimack College	Massachusetts	153	34038.5864933335	0.00449489875350627
The University of the Arts	Pennsylvania	155	34696.2619055734	0.00446734003858501
University of Puget Sound	Washington	179	40102.6645069792	0.00446354381187933
DeSales University	Pennsylvania	134	30035.5700078098	0.00446137695955686
Hamilton College	New York	197	44162.6450045866	0.00446078354182681
Philadelphia University	Pennsylvania	140	31636.7766020193	0.0044252295915338
Northeast Alabama Community College	Alabama	18	4070.33759071354	0.00442223761514694
Southwestern College	Kansas	99	22454.1778541144	0.00440897906141149
Saint Peter's University	New Jersey	136	30864.1374563012	0.00440640857670346
Louisiana College	Louisiana	61	13857.7905760171	0.00440185610147474
Adrian College	Michigan	125	28419.8634832518	0.00439833217614378
Marymount Manhattan College	New York	112	25590.305646654	0.00437665737746451
AIB College of Business	Iowa	62	14258.6100792248	0.00434824991044084
Occidental College	California	193	44401.8938553385	0.00434666144261312
Manhattanville College	New York	159	36633.0383164219	0.00434034432597755
Itasca Community College	Minnesota	23	5301.79596103375	0.00433815261263194
Curry College	Massachusetts	144	33360.1968948812	0.00431652128594287
Emmanuel College	Massachusetts	144	33453.4107328365	0.00430449382725139
Hardin-Simmons University	Texas	100	23262.0311163934	0.00429885075381604
East Texas Baptist University	Texas	91	21232.0408675897	0.00428597517155827
Georgetown College	Kentucky	130	30346.2828009941	0.00428388547132835
Bryn Mawr College	Pennsylvania	181	42281.7968965114	0.00428080198301445
Southwestern University	Texas	148	34634.1193469366	0.00427324276726819
Notre Dame College	Ohio	109	25532.3059252596	0.00426910128364725
Boston Architectural College	Massachusetts	74	17426.8448603934	0.00424632230290765
Manchester University	Indiana	114	26876.6566104367	0.00424159900736059
Centenary College of Louisiana	Louisiana	111	26193.0884654314	0.00423775913812124
Milwaukee School of Engineering	Wisconsin	136	32096.631535932	0.00423720476236732
St Olaf College	Minnesota	167	39512.3101999292	0.00422653090024332
Bridgewater College	Virginia	117	27705.2240589281	0.0042230302758478
Allegheny College	Pennsylvania	158	37482.3199511255	0.004215320722037
Kent State University at Trumbull	Ohio	23	5476.83083452753	0.00419950893042037
Kenyon College	Ohio	185	44152.2879114805	0.00419004334205513
Goucher College	Maryland	158	37859.318140189	0.00417334510396999
Chatham University	Pennsylvania	131	31394.4206233356	0.00417271596032026
McMurry University	Texas	95	22832.2117524886	0.00416078832089693
University of Dallas	Texas	134	32262.3450256302	0.00415344885480414
Nebraska Wesleyan University	Nebraska	106	25536.4487625021	0.00415092955899378
Viterbo University	Wisconsin	94	22650.9626231311	0.00414993400342322
Bellarmine University	Kentucky	138	33287.6972431382	0.0041456757730049
Ohio Wesleyan University	Ohio	162	39170.5261274265	0.00413576267709538
Art Center College of Design	California	145	35259.6877705475	0.00411234498001195
Asbury University	Kentucky	103	25094.2008868698	0.00410453397039207
Rhodes College	Tennessee	154	37766.1043022337	0.00407773062234781
Columbia International University	South Carolina	76	18710.0886962443	0.00406197967491493
Franklin Pierce University	New Hampshire	123	30501.6391975862	0.00403257015805674
College of Saint Benedict	Minnesota	143	35533.1150285497	0.00402441496854707
Hanover College	Indiana	120	29880.2136112177	0.00401603554651126
Saint Mary's College	Indiana	133	33142.6979396523	0.00401295031087006
MidAmerica Nazarene University	Kansas	89	22267.7501782039	0.00399681150038746
Whitworth University	Washington	133	33291.8400803807	0.00399497293267303
Delaware Valley College	Pennsylvania	127	31800.4186730963	0.0039936581120375
Lynchburg College	Virginia	127	31905.0253134684	0.00398056415101443
Carleton College	Minnesota	177	44475.4292163921	0.00397972550503827
Franklin College	Indiana	106	26788.6213190345	0.00395690389354536
Huntingdon College	Alabama	90	22775.2477404048	0.00395165844191166
Wartburg College	Iowa	126	32065.5602566135	0.00392944950880789
Simpson College	Iowa	114	29127.2529424013	0.0039138603364153
King's College	Pennsylvania	112	28668.4337177992	0.00390673592783212
Hiram College	Ohio	117	29983.7845422791	0.00390210914953121
College of Saint Elizabeth	New Jersey	114	29228.7524548414	0.00390026909893368
Aquinas College	Michigan	98	25153.2363175748	0.00389611892333419
Brenau University	Georgia	85	21878.3234774129	0.00388512401728375
Texas Lutheran University	Texas	96	24784.5238029962	0.00387338488982365
Greenville College	Illinois	89	22990.6752770125	0.00387113466340798
McDaniel College	Maryland	139	36021.9698231595	0.00385875621689719
Ranken Technical College	Missouri	55	14270.0028816415	0.00385423888531641
Susquehanna University	Pennsylvania	143	37140.5358786228	0.0038502406230037
Immaculata University	Pennsylvania	115	29880.2136112177	0.00384870073207329
Lake Area Technical Institute	South Dakota	23	5982.25697810723	0.00384470277424912
Morton College	Illinois	29	7544.10661851334	0.00384406020042633
Waynesburg University	Pennsylvania	76	19771.6907396238	0.00384387966617801
Schreiner University	Texas	81	21081.8630175507	0.00384216517926179
Denison University	Ohio	160	41645.8713797943	0.00384191745061261
Dominican College of Blauvelt	New York	91	23759.1715854882	0.00383009986996271
Benedictine College	Kansas	85	22241.8574454385	0.00382162327083129
Maryland Institute College of Art	Maryland	148	38808.0278687116	0.00381364393214433
Millikin University	Illinois	113	29633.7147952916	0.00381322425421852
Mount Aloysius College	Pennsylvania	74	19419.549574015	0.00381059301699862
Grinnell College	Iowa	155	41231.5876555486	0.00375925373756839
Wheelock College	Massachusetts	117	31128.2433305078	0.0037586444810823
University of Mobile	Alabama	67	17834.9143287754	0.00375667630160131
Carthage College	Wisconsin	121	32417.7014222224	0.00373252867080374
New England Institute of Technology	Rhode Island	77	20646.8651070927	0.00372937971942038
Thiel College	Pennsylvania	96	25743.5906246249	0.00372908353771644
Mary Baldwin College	Virginia	104	27922.723014157	0.00372456511305403
Avila University	Missouri	89	23924.8850751865	0.00371997607178919
Lawrence Technological University	Michigan	101	27216.3692643182	0.00371100197161182
Westminster College	Missouri	79	21304.5405193327	0.00370812972606998
Birmingham Southern College	Alabama	112	30335.9257078879	0.00369199216396016
Mills College	California	150	40666.0903719533	0.00368857686165603
Rocky Mountain College	Montana	84	22924.3898811332	0.00366421965581435
Washington College	Maryland	146	39918.3082496899	0.00365746962738919
Doane College-Crete	Nebraska	89	24432.3826373874	0.00364270653914075
Mount Ida College	Massachusetts	97	26840.4067845652	0.00361395416912163
Spring Hill College	Alabama	105	29062.0032558326	0.00361296497958816
Wittenberg University	Ohio	135	37735.0330229153	0.0035775773647268
Heidelberg University	Ohio	87	24515.2393822365	0.00354881299111602
Trine University	Indiana	98	27684.5098727158	0.00353988567796835
Lawrence University	Wisconsin	141	39855.1299817424	0.00353781307612324
West Virginia Wesleyan College	West Virginia	91	25855.4472301712	0.00351956781833618
Rockhurst University	Missouri	104	29683.428842201	0.00350363836175633
Washington Adventist University	Maryland	73	20900.6138881932	0.00349272037608608
Multnomah University	Oregon	73	20962.75644683	0.00348236646192772
Cornell College	Iowa	118	34095.5505054172	0.00346086214332429
Beloit College	Wisconsin	131	37983.6032574627	0.00344885657929944
Calumet College of Saint Joseph	Indiana	53	15411.3545419383	0.00343902282280076
Coker College	South Carolina	79	22992.7466956337	0.00343586614708376
Alma College	Michigan	104	30273.7831492511	0.00343531561573509
Bay Path College	Massachusetts	96	28010.7583055592	0.00342725459099574
Virginia Wesleyan College	Virginia	104	30739.8523390275	0.00338323030484961
Albright College	Pennsylvania	119	35203.7594677744	0.00338032078957172
The Juilliard School	New York	117	34830.9041159533	0.00335908593157682
Millsaps College	Mississippi	102	30534.7818955259	0.00334045287596915
Muhlenberg College	Pennsylvania	138	41340.3371331631	0.00333814403969378
Maryville College	Tennessee	103	30992.5654108173	0.00332337767573284
Trinity Washington University	District of Columbia	72	21724.0027901314	0.00331430633182884
Clarke University	Iowa	88	26679.8718414201	0.00329836666844034
Carroll College	Montana	86	26097.8032088549	0.00329529651640642
Rose-Hulman Institute of Technology	Indiana	138	41891.3344864098	0.00329423738087812
Barton College	North Carolina	78	23802.671376534	0.00327694311138945
Mitchell College	Connecticut	94	28703.6478343601	0.00327484508388777
Earlham College	Indiana	128	39651.0952475515	0.0032281579916233
Regis College	Massachusetts	106	32920.0204378702	0.00321992509694984
Northwestern College	Iowa	82	25509.5203204261	0.00321448615928464
Spartanburg Methodist College	South Carolina	47	14622.1440472503	0.00321430289895402
University of Great Falls	Montana	65	20279.1883018247	0.00320525649412463
Howard Payne University	Texas	72	22474.8920403267	0.00320357489908341
Sweet Briar College	Virginia	103	32205.3810135465	0.00319822330177294
Vermilion Community College	Minnesota	17	5324.58156586726	0.00319273914573437
The College of Idaho	Idaho	75	23505.4228043877	0.0031907530710743
Linfield College-McMinnville Campus	Oregon	107	33573.5530128677	0.00318703236321131
Eastern Nazarene College	Massachusetts	83	26203.4455585376	0.00316752237084932
Averett University	Virginia	80	25354.163923834	0.00315530025917347
Savannah College of Art and Design	Georgia	101	32117.3457221443	0.00314471814930717
Saint Joseph's College of Maine	Maine	93	29724.8572146256	0.00312869459148288
Metropolitan College of New York	New York	54	17317.0596734683	0.00311831228962814
California College of the Arts	California	119	38362.6728651475	0.00310197364032243
Saint Michael's College	Vermont	116	37534.1054166562	0.00309052257173349
Quincy University	Illinois	77	25002.0227582252	0.00307975081634819
Reed College	Oregon	136	44328.3584942849	0.00306801344826549
Westmont College	California	112	36923.0369233938	0.00303333661942197
Lebanon Valley College	Pennsylvania	104	34385.5491123892	0.00302452636891375
Goshen College	Indiana	80	26617.7292827832	0.00300551557760959
William Jewell College	Missouri	92	30656.9955941783	0.00300094638163012
Randolph College	Virginia	94	31460.7060192149	0.00298785411689708
College of Mount Saint Vincent	New York	86	28803.075928179	0.00298579221936027
Dakota Wesleyan University	South Dakota	64	21553.1107538801	0.00296940895125676
Pennsylvania State University-Penn State Hazleton	Pennsylvania	40	13513.9350848932	0.0029599076618856
Kalamazoo College	Michigan	110	37202.6784372596	0.00295677635645265
Voorhees College	South Carolina	33	11164.9463684204	0.00295567922236862
Becker College	Massachusetts	87	29507.3582593966	0.00294841711125715
Hollins University	Virginia	94	31894.6682203622	0.00294720106039506
Roanoke College	Virginia	100	34074.836319205	0.00293471695838019
Hilbert College	New York	57	19616.3343430317	0.00290574166422934
Milligan College	Tennessee	76	26162.017186113	0.00290497477542907
Sarah Lawrence College	New York	135	46826.4893514862	0.00288298358193524
Columbia College	California	18	6249.46998024568	0.00288024425381629
California Institute of the Arts	California	114	39626.2382240967	0.00287688171042884
Pennsylvania State University-Penn State Beaver	Pennsylvania	39	13569.8633876664	0.00287401566882737
Presbyterian College	South Carolina	93	32396.9872360101	0.00287063730100891
Ursinus College	Pennsylvania	124	43313.363369883	0.00286285779612813
Dunwoody College of Technology	Minnesota	52	18189.1269130054	0.0028588507985405
Salem College	North Carolina	67	23531.3155371531	0.00284726962647775
Wesley College	Delaware	63	22335.0712833938	0.00282067602116143
Westminster College	Missouri	79	28152.6504811134	0.00280613010320284
Wilmington College	Ohio	78	27798.4378968833	0.00280591306206976
Lincoln College	Illinois	65	23821.3141441251	0.0027286487893461
Pennsylvania State University-Penn State Greater Allegheny	Pennsylvania	37	13569.8633876664	0.00272663024991315
Coe College	Iowa	91	33536.2674776856	0.00271348026611935
Brevard College	North Carolina	64	23676.3148406391	0.00270312337163838
Briar Cliff University	Iowa	69	25575.8057163054	0.00269786222046605
Culver-Stockton College	Missouri	63	23355.2449543487	0.00269746689119052
Hannibal-LaGrange University	Missouri	47	17505.5587680001	0.00268486145588882
Dean College	Massachusetts	85	31661.633625474	0.00268463721756958
Pennsylvania State University-Penn State Schuylkill	Pennsylvania	36	13458.00678212	0.00267498750616092
Ohio University-Lancaster Campus	Ohio	13	4881.29798092441	0.00266322606216679
Ohio University-Zanesville Campus	Ohio	13	4881.29798092441	0.00266322606216679
Hampshire College	Massachusetts	118	44431.9294253463	0.0026557478265323
Otis College of Art and Design	California	97	36668.2524329828	0.00264534013932852
Hood College	Maryland	85	32169.131187675	0.00264228460209601
Walla Walla University	Washington	65	24751.3811050565	0.00262611608314337
Pennsylvania State University-Penn State York	Pennsylvania	35	13429.0069214228	0.0026062984556338
LaGrange College	Georgia	62	24103.0270766121	0.00257229101568576
Notre Dame de Namur University	California	79	30957.3512942564	0.00255189790783739
Whitman College	Washington	106	41942.0842426299	0.00252729452801636
Austin College	Texas	81	32386.6301429039	0.00250103205065154
Westminster College	Missouri	79	31599.4910668372	0.00250004026434807
College of Our Lady of the Elms	Massachusetts	73	29215.2882338035	0.00249869176082732
Warren Wilson College	North Carolina	69	27627.545860632	0.00249750739164719
Oakland City University	Indiana	43	17234.2029286192	0.00249503851022864
Pacific Union College	California	67	26892.192250096	0.00249142945940976
Nichols College	Massachusetts	78	31485.5630426696	0.00247732587453791
Saint Martin's University	Washington	71	28893.1826382025	0.0024573270757
Oglethorpe University	Georgia	74	30190.926404402	0.00245106754952741
College of Saint Mary	Nebraska	61	25120.0936196352	0.00242833489889222
Thomas More College	Kentucky	65	26767.9071328223	0.00242828098877773
Fisher College	Massachusetts	64	26698.5146090111	0.0023971371043391
Hampden-Sydney College	Virginia	84	35083.6171877431	0.00239427991562245
Stephens College	Missouri	66	27570.5818485482	0.00239385589910847
North Central University	Minnesota	43	18021.3420046859	0.00238605981667842
Lyon College	Arkansas	56	23723.9574689273	0.00236048307173651
Saint Josephs College	Indiana	64	27270.2261484701	0.00234688189425193
Pennsylvania State University-Penn State Wilkes-Barre	Pennsylvania	31	13458.00678212	0.00230346146363857
Converse College	South Carolina	65	28295.5783659781	0.00229717870259738
Huntington University	Indiana	55	24038.813099354	0.00228796653864237
Kentucky Wesleyan College	Kentucky	46	20211.8671966348	0.00227589067118246
Bethany College	Kansas	51	22451.0707261826	0.00227160658046137
Ripon College	Wisconsin	67	29713.4644122089	0.00225487001685575
Ohio University-Chillicothe Campus	Ohio	11	4881.29798092441	0.00225349897567959
Otero Junior College	Colorado	8	3562.84002851262	0.0022453997193188
Pitzer College	California	98	44069.4311666314	0.00222376367031948
Thomas College	Maine	52	23583.1010026838	0.00220496871866352
Anna Maria College	Massachusetts	68	30926.280014938	0.0021987772201233
Brescia University	Kentucky	41	18994.9087566632	0.00215847312167886
Mount Marty College	South Dakota	46	21393.6115200455	0.00215017459566837
The New England Conservatory of Music	Massachusetts	79	38010.5316995387	0.00207837134782723
Pennsylvania State University-Penn State Brandywine	Pennsylvania	28	13569.8633876664	0.00206339586479914
Columbus College of Art and Design	Ohio	58	28616.6482522685	0.00202679221859612
Pennsylvania State University-Penn State Lehigh Valley	Pennsylvania	27	13561.5777131815	0.00199091879802132
Iowa Wesleyan College	Iowa	46	23987.0276338233	0.0019177032145132
Sterling College	Kansas	40	20869.5426088748	0.00191666874304135
Bennington College	Vermont	84	44328.3584942849	0.00189494948275222
Minneapolis College of Art and Design	Minnesota	60	31678.2049744439	0.00189404671282368
Pennsylvania State University-Penn State Worthington Scranton	Pennsylvania	25	13429.0069214228	0.00186164175402414
Goldey-Beacom College	Delaware	36	20569.1869087967	0.00175019071777719
Ohio University-Eastern Campus	Ohio	8	4688.65604915018	0.00170624586579559
Pennsylvania State University-Penn State New Kensington	Pennsylvania	23	13513.9350848932	0.00170194690558422
Southwestern Adventist University	Texas	30	17689.9150252894	0.00169588152103117
The Master's College and Seminary	California	42	27601.6531278666	0.00152164798990234
Capitol College	Maryland	31	21720.8956621996	0.00142719713229637
San Francisco Art Institute	California	51	36162.8262894031	0.00141028800104998
Sterling College	Kansas	40	28535.8629260406	0.0014017448886572
Moore College of Art and Design	Pennsylvania	45	32602.0576795117	0.00138028097619984
School of the Museum of Fine Arts-Boston	Massachusetts	41	34350.3349958283	0.0011935837017304
Cleveland Institute of Art	Ohio	33	35091.902862228	0.000940387876073836
